DateTime,COGT,PT08_S1CO,NMHCGT,C6H6GT,PT08_S2NMHC,NOxGT,PT08_S3NOx,NO2GT,PT08_S4NO2,PT08_S5O3,T,RH,AH,Unnamed: 15,Unnamed: 16,hour,day,month,dayofweek,weekend,hour_sin,hour_cos,month_sin,month_cos,COGT_lag_1,COGT_lag_3,COGT_lag_6,COGT_lag_12,COGT_lag_24,COGT_rolling_mean_3,COGT_rolling_std_3,COGT_rolling_mean_6,COGT_rolling_std_6,COGT_rolling_mean_12,COGT_rolling_std_12,COGT_rolling_mean_24,COGT_rolling_std_24,T_lag_1,T_lag_6,T_lag_24,RH_lag_1,RH_lag_6,RH_lag_24,temp_humidity
2004-03-22 06:00:00,0.6,942.0,506.0,2.0,586.0,41.0,1480.0,46.0,1373.0,432.0,16.4,54.0,0.9979,,,6,22,3,0,0,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17,0.3,0.4,1.7,3.8,0.7,0.43333333333333296,0.15275252316519464,0.633333333333333,0.44121045620736377,1.6583333333333332,1.316647487393873,1.7249999999999999,1.0480831364302972,16.5,16.1,14.5,53.9,60.0,63.0,8.856
2004-03-22 07:00:00,1.2,1090.0,506.0,5.1,768.0,86.0,1072.0,76.0,1538.0,699.0,15.7,57.6,1.0195,,,7,22,3,0,0,0.9659258262890683,-0.25881904510252063,1.0,6.123233995736766e-17,0.6,0.4,1.5,3.5,0.8,0.6999999999999997,0.458257569495584,0.583333333333333,0.32506409624366495,1.4666666666666666,1.1850073519782132,1.741666666666667,1.0358431418379703,16.4,15.8,14.2,54.0,60.5,66.2,9.043199999999999
2004-03-22 08:00:00,3.6,1514.0,506.0,17.7,1230.0,226.0,732.0,116.0,1996.0,1252.0,15.8,53.7,0.9571,,,8,22,3,0,0,0.8660254037844387,-0.4999999999999998,1.0,6.123233995736766e-17,1.2,0.3,0.6,4.3,1.2,1.7999999999999998,1.5874507866387546,1.083333333333333,1.2750163397645948,1.4083333333333332,1.0413787480881724,1.8416666666666666,1.0954120394773315,15.7,16.3,14.5,57.6,57.0,65.3,8.4846
2004-03-22 09:00:00,3.7,1379.0,506.0,18.4,1252.0,214.0,711.0,115.0,1962.0,1237.0,17.4,42.1,0.8281,,,9,22,3,0,0,0.7071067811865476,-0.7071067811865475,1.0,6.123233995736766e-17,3.6,0.6,0.4,2.8,1.4,2.8333333333333335,1.4153915830374768,1.6333333333333329,1.5933193862709067,1.4833333333333332,1.174605027103563,1.9375,1.1541277527055744,15.8,16.9,15.3,53.7,53.9,62.1,7.325399999999999
2004-03-22 10:00:00,1.8,1074.0,506.0,6.9,854.0,115.0,1032.0,83.0,1484.0,772.0,17.9,38.4,0.7793,,,10,22,3,0,0,0.49999999999999994,-0.8660254037844387,1.0,6.123233995736766e-17,3.7,1.2,0.4,1.9,1.7,3.033333333333333,1.0692676621563635,1.8666666666666663,1.4746751054610965,1.4749999999999999,1.171731430599409,1.9416666666666664,1.1534133339096535,17.4,16.1,16.3,42.1,55.9,59.0,6.873599999999999
2004-03-22 11:00:00,1.6,1090.0,506.0,7.3,868.0,124.0,1026.0,87.0,1509.0,766.0,18.5,36.7,0.7764,,,11,22,3,0,0,0.258819045102521,-0.9659258262890682,1.0,6.123233995736766e-17,1.8,3.6,0.3,1.9,1.8,2.3666666666666667,1.159022576714248,2.083333333333333,1.2812754062521818,1.45,1.1650204836279574,1.9333333333333333,1.1552024729990802,17.9,16.5,18.9,38.4,53.9,49.6,6.7895
2004-03-22 12:00:00,1.9,1110.0,506.0,9.6,964.0,122.0,947.0,90.0,1577.0,829.0,21.0,29.6,0.7263,,,12,22,3,0,0,1.2246467991473532e-16,-1.0,1.0,6.123233995736766e-17,1.6,3.7,0.6,1.7,1.8,1.7666666666666664,0.15275252316519905,2.3,1.0733126291999102,1.4666666666666668,1.1703405357830525,1.9374999999999998,1.1548809462451106,18.5,16.4,19.4,36.7,54.0,46.1,6.216
2004-03-22 13:00:00,2.0,1102.0,506.0,10.4,994.0,107.0,955.0,87.0,1599.0,783.0,21.3,28.1,0.7067,,,13,22,3,0,0,-0.2588190451025208,-0.9659258262890683,1.0,6.123233995736766e-17,1.9,1.8,1.2,1.5,1.9,1.833333333333333,0.20816659994661652,2.433333333333333,0.9521904571390584,1.5083333333333335,1.1804916797930423,1.9416666666666664,1.1549201616173073,21.0,15.7,20.8,29.6,57.6,41.6,5.9853000000000005
2004-03-22 14:00:00,2.2,1100.0,506.0,11.2,1021.0,133.0,952.0,99.0,1607.0,822.0,21.3,26.1,0.6539,,,14,22,3,0,0,-0.4999999999999997,-0.8660254037844388,1.0,6.123233995736766e-17,2.0,1.6,3.6,0.6,1.3,2.0333333333333328,0.15275252316519955,2.1999999999999997,0.7615773105864073,1.6416666666666666,1.1587284043948816,1.9791666666666667,1.1477687869975377,21.3,15.8,21.4,28.1,53.7,40.3,5.5593
2004-03-22 15:00:00,2.1,1094.0,506.0,10.7,1003.0,130.0,965.0,99.0,1574.0,813.0,21.3,26.8,0.6681,,,15,22,3,0,0,-0.7071067811865471,-0.7071067811865479,1.0,6.123233995736766e-17,2.2,1.9,3.7,0.4,1.6,2.0999999999999996,0.10000000000000757,1.9333333333333333,0.21602468994699403,1.7833333333333334,1.0953067925001485,2.0,1.1451219794528826,21.3,17.4,21.2,26.1,42.1,39.3,5.7084
2004-03-22 16:00:00,2.3,1076.0,451.0,11.6,1034.0,150.0,964.0,101.0,1544.0,813.0,21.3,24.2,0.606,,,16,22,3,0,0,-0.8660254037844385,-0.5000000000000004,1.0,6.123233995736766e-17,2.1,2.0,1.8,0.4,1.9,2.1999999999999997,0.10000000000000796,2.016666666666666,0.24832774042924372,1.9416666666666664,1.0112623374532985,2.0166666666666666,1.1465133028548729,21.3,17.9,20.3,26.8,38.4,38.0,5.1546
2004-03-22 17:00:00,2.6,1152.0,185.0,12.4,1062.0,138.0,928.0,103.0,1606.0,850.0,20.2,28.5,0.6682,,,17,22,3,0,0,-0.9659258262890683,-0.25881904510252063,1.0,6.123233995736766e-17,2.3,2.2,1.6,0.3,2.3,2.333333333333333,0.2516611478423618,2.183333333333333,0.24832774042923958,2.1333333333333333,0.8814588458740951,2.0291666666666663,1.1513618275637836,21.3,18.5,19.4,24.2,36.7,41.3,5.757
2004-03-22 18:00:00,3.8,1407.0,426.0,18.3,1249.0,213.0,720.0,129.0,1932.0,1276.0,17.0,43.1,0.8264,,,18,22,3,0,0,-1.0,-1.8369701987210297e-16,1.0,6.123233995736766e-17,2.6,2.1,1.9,0.6,3.8,2.9,0.7937253933193787,2.4999999999999996,0.6693280212272763,2.4,0.8591750800516819,2.0291666666666663,1.1513618275637836,20.2,21.0,18.5,28.5,29.6,43.8,7.327000000000001
2004-03-22 19:00:00,4.4,1438.0,672.0,21.0,1325.0,232.0,678.0,143.0,1993.0,1401.0,15.6,47.4,0.8347,,,19,22,3,0,0,-0.9659258262890684,0.2588190451025203,1.0,6.123233995736766e-17,3.8,2.3,2.0,1.2,3.5,3.6,0.91651513899117,2.9,0.9633275663033923,2.6666666666666665,0.94516312525052,2.066666666666667,1.2142869321635597,17.0,21.3,17.8,43.1,28.1,48.1,7.394399999999999
2004-03-22 20:00:00,4.5,1425.0,624.0,21.0,1325.0,238.0,678.0,146.0,1965.0,1356.0,15.3,47.4,0.8178,,,20,22,3,0,0,-0.8660254037844386,0.5000000000000001,1.0,6.123233995736766e-17,4.4,2.6,2.2,3.6,4.3,4.233333333333333,0.37859388972002384,3.283333333333333,1.0796604404472172,2.7416666666666667,1.055253811204017,2.075,1.2308533625091174,15.6,21.3,17.9,47.4,26.1,46.9,7.2522
2004-03-22 21:00:00,3.3,1279.0,325.0,14.5,1131.0,180.0,775.0,124.0,1758.0,1243.0,14.5,49.7,0.8177,,,21,22,3,0,0,-0.7071067811865477,0.7071067811865474,1.0,6.123233995736766e-17,4.5,3.8,2.1,3.7,2.8,4.066666666666666,0.6658328118479424,3.483333333333333,0.9152413160837293,2.7083333333333335,1.0282008411283112,2.095833333333333,1.2477733791827352,15.3,21.3,17.4,47.4,26.8,49.1,7.206500000000001
2004-03-22 22:00:00,2.0,1132.0,143.0,8.4,916.0,128.0,920.0,113.0,1561.0,1083.0,13.9,52.0,0.8231,,,22,22,3,0,0,-0.5000000000000004,0.8660254037844384,1.0,6.123233995736766e-17,3.3,4.4,2.3,1.8,1.9,3.266666666666666,1.250333288900738,3.433333333333333,0.9973297682645783,2.725,1.0136567466356632,2.1,1.2472578618365346,14.5,21.3,17.0,49.7,24.2,51.7,7.228000000000001
2004-03-22 23:00:00,1.1,1006.0,89.0,4.3,729.0,65.0,1142.0,80.0,1370.0,795.0,14.5,49.4,0.8106,,,23,22,3,0,0,-0.25881904510252157,0.9659258262890681,1.0,6.123233995736766e-17,2.0,4.5,2.6,1.6,1.9,2.133333333333333,1.1060440015358046,3.183333333333333,1.3673575489485845,2.6833333333333336,1.0726630694705852,2.066666666666667,1.2634207074676163,13.9,20.2,16.4,52.0,28.5,55.1,7.162999999999999
2004-03-23 00:00:00,0.9,982.0,73.0,3.8,700.0,53.0,1204.0,72.0,1359.0,735.0,13.8,51.4,0.8071,,,0,23,3,1,0,0.0,1.0,1.0,6.123233995736766e-17,1.1,3.3,3.8,1.9,1.7,1.333333333333333,0.5859465277082322,2.6999999999999997,1.5987495113369137,2.6,1.1731852523636805,2.033333333333333,1.2839025652678828,14.5,17.0,16.1,49.4,43.1,60.0,7.0932
2004-03-23 01:00:00,0.8,969.0,48.0,2.7,636.0,47.0,1271.0,64.0,1309.0,684.0,14.0,51.3,0.8163,,,1,23,3,1,0,0.25881904510252074,0.9659258262890683,1.0,6.123233995736766e-17,0.9,2.0,4.4,2.0,1.5,0.9333333333333331,0.15275252316519594,2.0999999999999996,1.505988047761345,2.5,1.27564600390262,2.0041666666666664,1.3043336351885046,13.8,15.6,15.8,51.4,47.4,60.5,7.1819999999999995
2004-03-23 02:00:00,0.7,941.0,47.0,2.5,621.0,51.0,1298.0,70.0,1330.0,714.0,13.0,56.8,0.8444,,,2,23,3,1,0,0.49999999999999994,0.8660254037844387,1.0,6.123233995736766e-17,0.8,1.1,4.5,2.2,0.6,0.7999999999999997,0.10000000000000114,1.4666666666666666,1.0132456102380614,2.375,1.3771677127680944,2.0083333333333333,1.2998048905982733,14.0,15.3,16.3,51.3,47.4,57.0,7.3839999999999995
2004-03-23 03:00:00,0.5,892.0,36.0,1.2,522.0,51.0,1522.0,70.0,1285.0,456.0,11.0,70.0,0.9215,,,3,23,3,1,0,0.7071067811865476,0.7071067811865476,1.0,6.123233995736766e-17,0.7,0.9,3.3,2.1,0.4,0.6666666666666664,0.15275252316519483,0.9999999999999997,0.529150262212956,2.2416666666666667,1.479839262360692,2.0124999999999997,1.294574800095954,13.0,14.5,16.9,56.8,49.7,53.9,7.7
2004-03-23 04:00:00,0.5,855.0,25.0,0.8,478.0,20.0,1701.0,31.0,1261.0,401.0,10.1,76.8,0.9483,,,4,23,3,1,0,0.8660254037844386,0.5000000000000001,1.0,6.123233995736766e-17,0.5,0.8,2.0,2.3,0.4,0.5666666666666663,0.11547005383792465,0.7499999999999997,0.23452078799126333,2.091666666666667,1.562316655909847,2.0166666666666666,1.2893094432988967,11.0,13.9,16.1,70.0,52.0,55.9,7.756799999999999
2004-03-23 05:00:00,0.3,834.0,19.0,0.6,459.0,13.0,1908.0,22.0,1212.0,361.0,8.8,80.5,0.9147,,,5,23,3,1,0,0.9659258262890683,0.25881904510252074,1.0,6.123233995736766e-17,0.5,0.7,1.1,2.6,0.3,0.43333333333333307,0.11547005383792516,0.6166666666666664,0.2228601953393905,1.9000000000000001,1.6337352628534716,2.0166666666666666,1.2893094432988967,10.1,14.5,16.5,76.8,49.4,53.9,7.0840000000000005
2004-03-23 06:00:00,0.5,909.0,26.0,1.8,567.0,33.0,1542.0,47.0,1287.0,418.0,9.6,75.4,0.9004,,,6,23,3,1,0,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17,0.3,0.5,0.9,3.8,0.6,0.43333333333333307,0.11547005383792516,0.5499999999999997,0.17606816861671895,1.625,1.5609583303505898,2.0124999999999997,1.2942389067811584,8.8,13.8,16.4,80.5,51.4,54.0,7.2384
2004-03-23 07:00:00,1.1,1061.0,60.0,4.6,745.0,103.0,1178.0,88.0,1429.0,616.0,9.8,75.0,0.9093,,,7,23,3,1,0,0.9659258262890683,-0.25881904510252063,1.0,6.123233995736766e-17,0.5,0.5,0.8,4.4,1.2,0.6333333333333331,0.4163331998932266,0.5999999999999996,0.27568097504188577,1.3499999999999999,1.295797402795244,2.0083333333333333,1.2971261433970325,9.6,14.0,15.7,75.4,51.3,57.6,7.35
2004-03-23 08:00:00,3.0,1441.0,248.0,14.2,1124.0,224.0,851.0,130.0,1829.0,1089.0,10.0,74.2,0.9117,,,8,23,3,1,0,0.8660254037844387,-0.4999999999999998,1.0,6.123233995736766e-17,1.1,0.3,0.7,4.5,3.6,1.5333333333333332,1.305118130030126,0.9833333333333331,1.024532413673041,1.225,1.0037429949942316,1.9833333333333334,1.2706269136230308,9.8,13.0,15.8,75.0,56.8,53.7,7.42
2004-03-23 09:00:00,3.8,1498.0,535.0,21.0,1325.0,244.0,684.0,132.0,2095.0,1329.0,11.2,69.7,0.9232,,,9,23,3,1,0,0.7071067811865476,-0.7071067811865475,1.0,6.123233995736766e-17,3.0,0.5,0.5,3.3,3.7,2.633333333333333,1.3868429375143145,1.533333333333333,1.492201952373304,1.2666666666666666,1.1031634951219547,1.9875,1.2766506791294712,10.0,11.0,17.4,74.2,70.0,42.1,7.8064
2004-03-23 10:00:00,3.4,1343.0,340.0,16.2,1185.0,237.0,760.0,132.0,1857.0,1311.0,12.0,62.9,0.8803,,,10,23,3,1,0,0.49999999999999994,-0.8660254037844387,1.0,6.123233995736766e-17,3.8,1.1,0.5,2.0,1.8,3.4,0.39999999999999963,2.016666666666666,1.5587388064286767,1.3833333333333335,1.2517866020091792,2.0541666666666667,1.3078289898402877,11.2,10.1,17.9,69.7,76.8,38.4,7.547999999999999
2004-03-23 11:00:00,3.0,1308.0,325.0,15.5,1166.0,220.0,792.0,131.0,1794.0,1236.0,12.8,55.8,0.821,,,11,23,3,1,0,0.258819045102521,-0.9659258262890682,1.0,6.123233995736766e-17,3.4,3.0,0.3,1.1,1.6,3.4,0.39999999999999963,2.4666666666666663,1.3381579378633488,1.5416666666666667,1.3303849978198918,2.1125000000000003,1.3178746064253875,12.0,8.8,18.5,62.9,80.5,36.7,7.1424
2004-03-23 12:00:00,2.7,1209.0,267.0,13.4,1097.0,207.0,837.0,129.0,1746.0,1147.0,13.1,54.8,0.8234,,,12,23,3,1,0,1.2246467991473532e-16,-1.0,1.0,6.123233995736766e-17,3.0,3.8,0.5,0.9,1.9,3.0333333333333328,0.3511884584284244,2.8333333333333326,0.9309493362512732,1.6916666666666664,1.3527469247513497,2.1458333333333335,1.3223757167431214,12.8,9.6,21.0,55.8,75.4,29.6,7.1788
2004-03-23 13:00:00,3.5,1310.0,325.0,16.9,1207.0,208.0,770.0,132.0,1847.0,1301.0,13.8,53.4,0.8351,,,13,23,3,1,0,-0.2588190451025208,-0.9659258262890683,1.0,6.123233995736766e-17,2.7,3.4,1.1,0.8,2.0,3.0666666666666664,0.4041451884327379,3.233333333333333,0.4033195589934632,1.9166666666666667,1.4141064209234615,2.2083333333333335,1.3503354387341868,13.1,9.8,21.3,54.8,75.0,28.1,7.369200000000001
2004-03-23 14:00:00,2.8,1171.0,268.0,12.4,1064.0,160.0,881.0,110.0,1639.0,1097.0,16.0,42.4,0.7674,,,14,23,3,1,0,-0.4999999999999997,-0.8660254037844388,1.0,6.123233995736766e-17,3.5,3.0,3.0,0.7,2.2,3.0,0.4358898943540674,3.1999999999999993,0.43358966777359376,2.0916666666666663,1.3793663455193867,2.2333333333333334,1.3557178963533503,13.8,10.0,21.3,53.4,74.2,26.1,6.784
2004-03-23 15:00:00,1.9,1112.0,136.0,10.1,980.0,131.0,924.0,99.0,1589.0,900.0,14.1,49.8,0.7971,,,15,23,3,1,0,-0.7071067811865471,-0.7071067811865479,1.0,6.123233995736766e-17,2.8,2.7,3.8,0.5,2.1,2.733333333333333,0.8020806277010645,2.883333333333333,0.5776388721915151,2.2083333333333335,1.288733228148218,2.225,1.3571869884946326,16.0,11.2,21.3,42.4,69.7,26.8,7.0218
2004-03-23 16:00:00,2.0,1132.0,118.0,8.7,927.0,128.0,944.0,100.0,1570.0,781.0,12.0,61.1,0.8537,,,16,23,3,1,0,-0.8660254037844385,-0.5000000000000004,1.0,6.123233995736766e-17,1.9,3.5,3.4,0.5,2.3,2.233333333333333,0.4932882862316251,2.65,0.6090976933136599,2.3333333333333335,1.1757653857909904,2.2125,1.357847561400027,14.1,12.0,21.3,49.8,62.9,24.2,7.332000000000001
2004-03-23 17:00:00,3.0,1225.0,276.0,13.8,1111.0,176.0,818.0,122.0,1719.0,1013.0,13.6,54.6,0.8465,,,17,23,3,1,0,-0.9659258262890683,-0.25881904510252063,1.0,6.123233995736766e-17,2.0,2.8,3.0,0.3,2.6,2.2999999999999994,0.6082762530298222,2.65,0.6090976933136599,2.5583333333333336,0.9958626533023615,2.2291666666666665,1.3652453726478004,12.0,12.8,20.2,61.1,55.8,28.5,7.425599999999999
2004-03-23 18:00:00,1.9,1065.0,151.0,9.3,953.0,107.0,962.0,97.0,1514.0,790.0,13.7,49.5,0.7695,,,18,23,3,1,0,-1.0,-1.8369701987210297e-16,1.0,6.123233995736766e-17,3.0,1.9,2.7,0.5,3.8,2.2999999999999994,0.6082762530298222,2.516666666666666,0.679460570354667,2.6750000000000003,0.7944409126148775,2.15,1.3246820783477267,13.6,13.1,17.0,54.6,54.8,43.1,6.781499999999999
2004-03-23 19:00:00,2.7,1236.0,236.0,13.0,1084.0,131.0,854.0,112.0,1688.0,1059.0,11.7,57.1,0.7822,,,19,23,3,1,0,-0.9659258262890684,0.2588190451025203,1.0,6.123233995736766e-17,1.9,2.0,3.5,1.1,4.4,2.5333333333333328,0.5686240703077329,2.383333333333333,0.5036533199202512,2.8083333333333336,0.621520618151864,2.0791666666666666,1.2420107003203096,13.7,13.8,15.6,49.5,53.4,47.4,6.680699999999999
2004-03-23 20:00:00,3.3,1309.0,220.0,14.3,1126.0,166.0,812.0,128.0,1722.0,1205.0,11.5,58.2,0.7867,,,20,23,3,1,0,-0.8660254037844386,0.5000000000000001,1.0,6.123233995736766e-17,2.7,3.0,2.8,3.0,4.5,2.6333333333333333,0.7023769168568492,2.4666666666666663,0.615358973824783,2.8333333333333335,0.6358006167364267,2.0291666666666663,1.161887207975874,11.7,16.0,15.3,57.1,42.4,47.4,6.6930000000000005
2004-03-23 21:00:00,1.7,1089.0,87.0,7.6,884.0,89.0,1006.0,101.0,1487.0,975.0,12.6,54.2,0.7881,,,21,23,3,1,0,-0.7071067811865477,0.7071067811865474,1.0,6.123233995736766e-17,3.3,1.9,1.9,3.8,3.3,2.5666666666666664,0.8082903768654762,2.433333333333333,0.6562519841240028,2.658333333333333,0.6345482764546058,1.9625000000000001,1.1312987918855657,11.5,14.1,14.5,58.2,49.8,49.7,6.829200000000001
2004-03-23 22:00:00,1.3,1000.0,81.0,5.3,776.0,81.0,1141.0,96.0,1375.0,896.0,12.0,54.9,0.7664,,,22,23,3,1,0,-0.5000000000000004,0.8660254037844384,1.0,6.123233995736766e-17,1.7,2.7,2.0,3.4,2.0,2.0999999999999996,1.0583005244258368,2.3166666666666664,0.7960318251594539,2.4833333333333334,0.6978321409692247,1.9333333333333333,1.1392853086443075,12.6,12.0,13.9,54.2,61.1,52.0,6.587999999999999
2004-03-23 23:00:00,1.3,1041.0,74.0,5.4,782.0,78.0,1105.0,86.0,1425.0,911.0,11.0,61.4,0.8057,,,23,23,3,1,0,-0.25881904510252157,0.9659258262890681,1.0,6.123233995736766e-17,1.3,3.3,3.0,3.0,1.1,1.433333333333333,0.23094010767585546,2.0333333333333328,0.8066391179869065,2.341666666666667,0.7537281078784677,1.9416666666666667,1.1336423278689947,12.0,13.6,14.5,54.9,54.6,49.4,6.754
2004-03-24 00:00:00,1.2,1045.0,55.0,4.9,756.0,70.0,1137.0,85.0,1411.0,902.0,11.1,62.2,0.8199,,,0,24,3,2,0,0.0,1.0,1.0,6.123233995736766e-17,1.3,1.7,1.9,2.7,0.9,1.2666666666666664,0.057735026918962595,1.916666666666666,0.8773064838850193,2.216666666666667,0.8110972739929422,1.9541666666666666,1.1232635552232408,11.0,13.7,13.8,61.4,49.5,51.4,6.9041999999999994
2004-03-24 01:00:00,1.1,997.0,74.0,4.6,744.0,76.0,1151.0,79.0,1405.0,832.0,10.8,62.5,0.8082,,,1,24,3,2,0,0.25881904510252074,0.9659258262890683,1.0,6.123233995736766e-17,1.2,1.3,2.7,3.5,0.8,1.1999999999999997,0.09999999999999992,1.6499999999999997,0.8336666000266724,2.016666666666667,0.760183390951671,1.9666666666666668,1.1114685415433856,11.1,11.7,14.0,62.2,57.1,51.3,6.75
2004-03-24 02:00:00,0.9,948.0,35.0,2.7,634.0,43.0,1320.0,61.0,1326.0,715.0,11.3,60.0,0.8025,,,2,24,3,2,0,0.49999999999999994,0.8660254037844387,1.0,6.123233995736766e-17,1.1,1.3,3.3,2.8,0.7,1.0666666666666662,0.15275252316519453,1.2499999999999996,0.2664582518895523,1.8583333333333334,0.7798115545476696,1.9749999999999999,1.1022703842524306,10.8,11.5,13.0,62.5,58.2,56.8,6.78
2004-03-24 03:00:00,0.6,878.0,29.0,1.6,551.0,43.0,1493.0,61.0,1272.0,683.0,10.6,61.6,0.7856,,,3,24,3,2,0,0.7071067811865476,0.7071067811865476,1.0,6.123233995736766e-17,0.9,1.2,1.7,1.9,0.5,0.8666666666666664,0.25166114784235827,1.0666666666666664,0.27325202042565877,1.75,0.8597039659620638,1.9791666666666667,1.0966269099881445,11.3,12.6,11.0,60.0,54.2,70.0,6.5296
2004-03-24 04:00:00,0.6,908.0,29.0,1.7,559.0,44.0,1477.0,66.0,1287.0,721.0,10.2,62.7,0.7813,,,4,24,3,2,0,0.8660254037844386,0.5000000000000001,1.0,6.123233995736766e-17,0.6,1.1,1.3,2.0,0.5,0.6999999999999997,0.17320508075688762,0.9499999999999996,0.30166206258003203,1.633333333333333,0.9158536339327756,1.9833333333333334,1.0909376368685026,10.6,12.0,10.1,61.6,54.9,76.8,6.3953999999999995
2004-03-24 05:00:00,0.6,892.0,20.0,1.2,522.0,34.0,1572.0,54.0,1255.0,648.0,10.9,58.6,0.7628,,,5,24,3,2,0,0.9659258262890683,0.25881904510252074,1.0,6.123233995736766e-17,0.6,0.9,1.3,3.0,0.3,0.6,0.0,0.8333333333333329,0.2732520204256631,1.4333333333333336,0.8499554355519079,1.9958333333333336,1.0723720828415724,10.2,11.0,8.8,62.7,61.4,80.5,6.3874
2004-03-24 06:00:00,0.8,954.0,32.0,1.7,561.0,43.0,1496.0,57.0,1255.0,612.0,10.8,57.2,0.7382,,,6,24,3,2,0,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17,0.6,0.6,1.2,1.9,0.5,0.6666666666666664,0.1154700538379252,0.7666666666666663,0.20655911179782824,1.3416666666666668,0.8543560396135986,2.0083333333333333,1.0557983448213666,10.9,11.1,9.6,58.6,62.2,75.4,6.177600000000001
2004-03-24 07:00:00,1.2,1045.0,84.0,4.8,751.0,79.0,1186.0,75.0,1403.0,800.0,10.4,59.2,0.7455,,,7,24,3,2,0,0.9659258262890683,-0.25881904510252063,1.0,6.123233995736766e-17,0.8,0.6,1.1,2.7,1.1,0.8666666666666663,0.3055050463303894,0.7833333333333329,0.24013884872445673,1.2166666666666666,0.73957399695344,2.0125,1.052249143914865,10.8,10.8,9.8,57.2,62.5,75.0,6.1568000000000005
2004-03-24 08:00:00,3.1,1383.0,245.0,13.8,1109.0,174.0,832.0,97.0,1706.0,1173.0,11.0,57.3,0.7501,,,8,24,3,2,0,0.8660254037844387,-0.4999999999999998,1.0,6.123233995736766e-17,1.2,0.6,0.9,3.3,3.0,1.7,1.2288205727444508,1.1499999999999997,0.9833615815151806,1.2,0.688872596744452,2.0166666666666666,1.0565187570781562,10.4,11.3,10.0,59.2,60.0,74.2,6.303
2004-03-24 09:00:00,4.4,1597.0,553.0,23.7,1395.0,235.0,652.0,110.0,2080.0,1519.0,11.2,56.9,0.7565,,,9,24,3,2,0,0.7071067811865476,-0.7071067811865475,1.0,6.123233995736766e-17,3.1,0.8,0.6,1.7,3.8,2.9,1.6093476939431084,1.7833333333333332,1.5930055450834744,1.425,1.1521718621802872,2.0416666666666665,1.1064697746973668,11.0,10.6,11.2,57.3,61.6,69.7,6.3728
2004-03-24 10:00:00,3.4,1318.0,450.0,14.2,1124.0,218.0,762.0,113.0,1770.0,1287.0,12.1,54.9,0.7734,,,10,24,3,2,0,0.49999999999999994,-0.8660254037844387,1.0,6.123233995736766e-17,4.4,1.2,0.6,1.3,3.4,3.6333333333333333,0.6806859285554054,2.25,1.5871357849913241,1.5999999999999999,1.283461229360949,2.0416666666666665,1.1064697746973668,11.2,10.2,12.0,56.9,62.7,62.9,6.6429
2004-03-24 11:00:00,1.7,1138.0,118.0,8.0,898.0,136.0,950.0,88.0,1505.0,966.0,15.1,44.3,0.7535,,,11,24,3,2,0,0.258819045102521,-0.9659258262890682,1.0,6.123233995736766e-17,3.4,3.1,0.6,1.3,3.0,3.1666666666666665,1.3650396819628852,2.433333333333333,1.412326685532314,1.633333333333333,1.2801515061850572,1.9874999999999998,1.0892009436518935,12.1,10.9,12.8,54.9,58.6,55.8,6.689299999999999
2004-03-24 12:00:00,1.5,1098.0,118.0,6.7,842.0,117.0,1012.0,85.0,1440.0,828.0,15.6,40.6,0.7146,,,12,24,3,2,0,1.2246467991473532e-16,-1.0,1.0,6.123233995736766e-17,1.7,4.4,0.8,1.2,2.7,2.1999999999999997,1.0440306508910553,2.55,1.2723993083934084,1.6583333333333332,1.2738333937966562,1.9375,1.0825945083756978,15.1,10.8,13.1,44.3,57.2,54.8,6.333600000000001
2004-03-24 13:00:00,1.7,1118.0,144.0,8.7,927.0,119.0,959.0,96.0,1477.0,825.0,16.9,34.6,0.6597,,,13,24,3,2,0,-0.2588190451025208,-0.9659258262890683,1.0,6.123233995736766e-17,1.5,3.4,1.2,1.1,3.5,1.6333333333333335,0.1154700538379299,2.633333333333333,1.1792653080060864,1.7083333333333333,1.2616427482621284,1.8625,1.0307500434993515,15.6,10.4,13.8,40.6,59.2,53.4,5.8474
2004-03-24 14:00:00,2.2,1170.0,159.0,10.8,1009.0,126.0,879.0,106.0,1566.0,872.0,16.6,35.6,0.6697,,,14,24,3,2,0,-0.4999999999999997,-0.8660254037844388,1.0,6.123233995736766e-17,1.7,1.7,3.1,0.9,2.8,1.8,0.3605551275464004,2.483333333333333,1.1651895410905007,1.8166666666666667,1.2415776864599104,1.8375000000000001,1.0141659670367835,16.9,11.0,16.0,34.6,57.3,42.4,5.9096
2004-03-24 15:00:00,2.2,1112.0,122.0,6.7,842.0,100.0,1015.0,91.0,1494.0,680.0,11.3,63.9,0.8554,,,15,24,3,2,0,-0.7071067811865471,-0.7071067811865479,1.0,6.123233995736766e-17,2.2,1.5,4.4,0.6,1.9,2.033333333333333,0.2886751345948145,2.1166666666666667,0.6911343333004772,1.9500000000000002,1.1836000553012338,1.8499999999999999,1.0168151471522555,16.6,11.2,14.1,35.6,56.9,49.8,7.220700000000001
