DateTime,PT08_S1CO,NMHCGT,C6H6GT,PT08_S2NMHC,NOxGT,PT08_S3NOx,NO2GT,PT08_S4NO2,PT08_S5O3,T,RH,AH,Unnamed: 15,Unnamed: 16,hour,day,month,dayofweek,weekend,hour_sin,hour_cos,month_sin,month_cos,COGT_lag_1,COGT_lag_3,COGT_lag_6,COGT_lag_12,COGT_lag_24,COGT_rolling_mean_6,COGT_rolling_std_6,COGT_rolling_mean_12,COGT_rolling_std_12,COGT_rolling_mean_24,COGT_rolling_std_24,temp_humidity
2004-06-08 23:00:00,972.0,275.0,8.1,902.0,59.0,933.0,67.0,1647.0,878.0,24.9,41.2,1.2809,,,23,8,6,1,0,-0.25881904510252157,0.9659258262890681,1.2246467991473532e-16,-1.0,1.7,3.8,3.5,2.9,1.7,2.983333333333333,1.3166877635440648,2.783333333333333,0.9656211692088252,2.458333333333333,1.5217028981193814,10.2588
2004-06-09 00:00:00,1020.0,275.0,10.2,984.0,81.0,853.0,81.0,1753.0,1031.0,23.7,45.1,1.3033,,,0,9,6,2,0,0.0,1.0,1.2246467991473532e-16,-1.0,1.2,2.8,3.9,2.5,1.3,2.599999999999999,1.331164903383502,2.7083333333333335,1.0228821431562165,2.470833333333333,1.5129812685028776,10.688699999999999
2004-06-09 01:00:00,934.0,275.0,7.5,878.0,40.0,940.0,54.0,1644.0,847.0,22.5,49.0,1.3151,,,1,9,6,2,0,0.25881904510252074,0.9659258262890683,1.2246467991473532e-16,-1.0,1.6,1.7,4.5,2.3,0.7,2.0166666666666657,1.0740887610745589,2.6,1.1329767710047451,2.483333333333333,1.4988884770611397,11.025
2004-06-09 02:00:00,914.0,275.0,5.8,801.0,42.0,965.0,57.0,1609.0,908.0,22.3,50.6,1.3486,,,2,9,6,2,0,0.49999999999999994,0.8660254037844387,1.2246467991473532e-16,-1.0,1.0,1.2,3.8,2.4,0.5,1.5333333333333325,0.6976149845485587,2.475,1.2351849327860958,2.4999999999999996,1.4779539323290671,11.283800000000001
2004-06-09 03:00:00,824.0,275.0,3.8,698.0,42.0,1107.0,57.0,1517.0,733.0,22.0,50.5,1.3199,,,3,9,6,2,0,0.7071067811865476,0.7071067811865476,1.2246467991473532e-16,-1.0,0.9,1.6,2.8,2.6,0.4,1.1499999999999995,0.4505552130427782,2.3000000000000003,1.3584750809104,2.5041666666666664,1.4719047602302269,11.11
2004-06-09 04:00:00,817.0,275.0,3.3,672.0,31.0,1113.0,51.0,1501.0,751.0,20.8,54.4,1.3229,,,4,9,6,2,0,0.8660254037844386,0.5000000000000001,1.2246467991473532e-16,-1.0,0.5,1.0,1.7,2.2,0.3,0.9499999999999994,0.4230839160261535,2.1583333333333337,1.4550590949157156,2.5124999999999997,1.459396093088417,11.315199999999999
2004-06-09 05:00:00,833.0,275.0,4.0,708.0,54.0,1084.0,58.0,1525.0,799.0,20.3,56.0,1.3204,,,5,9,6,2,0,0.9659258262890683,0.25881904510252074,1.2246467991473532e-16,-1.0,0.5,0.9,1.2,3.5,0.5,0.8333333333333327,0.43665394383503875,1.9083333333333334,1.4612935324152905,2.5124999999999997,1.459396093088417,11.368
2004-06-09 06:00:00,935.0,275.0,8.1,905.0,88.0,899.0,69.0,1675.0,954.0,20.5,54.8,1.3073,,,6,9,6,2,0,1.0,6.123233995736766e-17,1.2246467991473532e-16,-1.0,0.5,0.5,1.6,3.9,1.4,0.7333333333333328,0.2581988897472144,1.6666666666666667,1.3364357844881938,2.495833333333333,1.47485567950302,11.233999999999998
2004-06-09 07:00:00,1297.0,275.0,22.3,1359.0,261.0,630.0,107.0,2214.0,1425.0,21.7,50.6,1.2981,,,7,9,6,2,0,0.9659258262890683,-0.25881904510252063,1.2246467991473532e-16,-1.0,1.0,0.5,1.0,4.5,3.3,1.1499999999999995,1.1726039399558674,1.5833333333333333,1.1637192205349158,2.5041666666666664,1.4801525087893335,10.9802
2004-06-09 08:00:00,1496.0,275.0,36.9,1705.0,357.0,507.0,151.0,2691.0,2147.0,23.4,46.1,1.3091,,,8,9,6,2,0,0.8660254037844387,-0.4999999999999998,1.2246467991473532e-16,-1.0,3.5,0.5,0.9,3.8,5.8,2.066666666666666,2.4221202832779967,1.8,1.7220495188740987,2.529166666666667,1.542014257720884,10.7874
2004-06-09 09:00:00,1201.0,275.0,17.5,1224.0,265.0,701.0,146.0,1987.0,1532.0,25.1,43.0,1.3488,,,9,9,6,2,0,0.7071067811865476,-0.7071067811865475,1.2246467991473532e-16,-1.0,6.4,1.0,0.5,2.8,5.0,2.4666666666666663,2.3070905198250626,1.8083333333333333,1.7275617780472183,2.441666666666667,1.4527086145681716,10.793
2004-06-09 10:00:00,1267.0,275.0,19.3,1276.0,247.0,676.0,165.0,2059.0,1570.0,30.1,32.8,1.3795,,,10,9,6,2,0,0.49999999999999994,-0.8660254037844387,1.2246467991473532e-16,-1.0,2.9,3.5,0.5,1.7,3.5,2.9499999999999993,2.107842498859914,1.95,1.7865660306347908,2.4375,1.4496813742876462,9.8728
2004-06-09 11:00:00,1224.0,275.0,17.6,1228.0,189.0,711.0,159.0,1972.0,1380.0,34.7,25.9,1.4069,,,11,9,6,2,0,0.258819045102521,-0.9659258262890682,1.2246467991473532e-16,-1.0,3.4,6.4,0.5,1.2,2.9,3.3333333333333326,1.7523317798484022,2.0833333333333335,1.785208586403748,2.433333333333333,1.448437438929535,8.9873
2004-06-09 12:00:00,1247.0,275.0,18.6,1257.0,168.0,701.0,174.0,2000.0,1337.0,37.2,23.2,1.4478,,,12,9,6,2,0,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,2.8,2.9,1.0,1.6,2.5,3.633333333333333,1.3894843168120559,2.183333333333333,1.7892778296047607,2.4458333333333333,1.4503310466674608,8.630400000000002
2004-06-09 13:00:00,1183.0,275.0,18.0,1241.0,183.0,721.0,167.0,1937.0,1308.0,39.5,18.3,1.2917,,,13,9,6,2,0,-0.2588190451025208,-0.9659258262890683,1.2246467991473532e-16,-1.0,2.8,3.4,3.5,1.0,2.3,3.5166666666666657,1.4316656965460433,2.3333333333333335,1.7562011343358133,2.4666666666666663,1.4517355929659004,7.2285
2004-06-09 14:00:00,1078.0,275.0,14.0,1116.0,157.0,815.0,137.0,1761.0,1013.0,40.6,15.3,1.1485,,,14,9,6,2,0,-0.4999999999999997,-0.8660254037844388,1.2246467991473532e-16,-1.0,2.8,2.8,6.4,0.9,2.4,2.8333333333333326,0.3502380143083767,2.4499999999999997,1.6978596151411478,2.4625,1.4520787198687433,6.2118
2004-06-09 15:00:00,1076.0,275.0,10.9,1012.0,113.0,894.0,116.0,1665.0,816.0,40.3,16.1,1.1896,,,15,9,6,2,0,-0.7071067811865471,-0.7071067811865479,1.2246467991473532e-16,-1.0,2.3,2.8,2.9,0.5,2.6,2.649999999999999,0.5431390245600201,2.558333333333333,1.600828384041053,2.4291666666666667,1.457955437580659,6.488300000000001
2004-06-09 16:00:00,1052.0,275.0,11.1,1019.0,140.0,896.0,125.0,1610.0,836.0,40.3,14.2,1.0494,,,16,9,6,2,0,-0.8660254037844385,-0.5000000000000004,1.2246467991473532e-16,-1.0,1.8,2.8,3.4,0.5,2.2,2.416666666666666,0.4490731195102636,2.6833333333333336,1.479455264206341,2.4208333333333334,1.459892541211186,5.722599999999999
2004-06-09 17:00:00,1287.0,275.0,21.6,1340.0,230.0,699.0,194.0,2008.0,1267.0,39.6,16.7,1.1867,,,17,9,6,2,0,-0.9659258262890683,-0.25881904510252063,1.2246467991473532e-16,-1.0,2.0,2.3,2.8,0.5,3.5,2.5333333333333328,0.6250333324445011,2.9333333333333336,1.3220736696110262,2.4208333333333334,1.459892541211186,6.613200000000001
2004-06-09 18:00:00,1460.0,275.0,27.6,1493.0,277.0,586.0,222.0,2288.0,1649.0,37.3,23.4,1.4672,,,18,9,6,2,0,-1.0,-1.8369701987210297e-16,1.2246467991473532e-16,-1.0,3.5,1.8,2.8,1.0,3.9,2.883333333333333,1.1617515511789405,3.2583333333333333,1.2823687835290114,2.4625,1.517094620304389,8.7282
2004-06-09 19:00:00,1357.0,275.0,25.6,1445.0,295.0,620.0,206.0,2195.0,1622.0,33.7,27.7,1.4213,,,19,9,6,2,0,-0.9659258262890684,0.2588190451025203,1.2246467991473532e-16,-1.0,4.9,2.0,2.8,3.5,4.5,3.1833333333333322,1.352651716690838,3.35,1.3392670994377276,2.466666666666667,1.5230594686116272,9.3349
2004-06-09 20:00:00,1234.0,275.0,18.6,1257.0,212.0,695.0,162.0,2019.0,1349.0,30.7,32.2,1.3983,,,20,9,6,2,0,-0.8660254037844386,0.5000000000000001,1.2246467991473532e-16,-1.0,4.6,3.5,2.3,6.4,3.8,3.366666666666666,1.2816655830077786,3.1,0.9380831519646742,2.4499999999999997,1.509966887054149,9.8854
2004-06-09 21:00:00,1151.0,275.0,15.2,1154.0,151.0,747.0,132.0,1894.0,1186.0,28.4,35.7,1.3549,,,21,9,6,2,0,-0.7071067811865477,0.7071067811865474,1.2246467991473532e-16,-1.0,3.4,4.9,1.8,2.9,2.8,3.5166666666666657,1.1016654059498587,3.0833333333333335,0.9437192700194473,2.4458333333333333,1.5090968121382384,10.1388
2004-06-09 22:00:00,1065.0,275.0,11.7,1038.0,110.0,805.0,107.0,1763.0,1026.0,26.5,38.6,1.3154,,,22,9,6,2,0,-0.5000000000000004,0.8660254037844384,1.2246467991473532e-16,-1.0,2.7,4.6,2.0,3.4,1.7,3.4999999999999987,1.1296016997154352,2.9583333333333335,0.9958626533023524,2.4541666666666666,1.5053467509446807,10.229000000000001
2004-06-09 23:00:00,984.0,275.0,8.7,929.0,83.0,917.0,84.0,1654.0,817.0,25.4,40.1,1.2822,,,23,9,6,2,0,-0.25881904510252157,0.9659258262890681,1.2246467991473532e-16,-1.0,1.9,3.4,3.5,2.8,1.2,3.1666666666666656,1.3937957765277775,2.85,1.0816653826391858,2.466666666666667,1.4956943034174326,10.1854
2004-06-10 00:00:00,938.0,275.0,7.6,881.0,48.0,956.0,61.0,1607.0,662.0,24.1,43.3,1.2839,,,0,10,6,3,0,0.0,1.0,1.2246467991473532e-16,-1.0,1.5,2.7,4.9,2.8,1.6,2.516666666666666,1.331790774358599,2.6999999999999997,1.2067989212638581,2.441666666666667,1.5156908789656638,10.4353
2004-06-10 01:00:00,878.0,275.0,5.2,774.0,27.0,1065.0,42.0,1527.0,552.0,23.9,45.6,1.3328,,,1,10,6,3,0,0.25881904510252074,0.9659258262890683,1.2246467991473532e-16,-1.0,1.0,1.9,4.6,2.8,1.0,1.866666666666666,1.0289152864384339,2.525,1.3362940612686236,2.4291666666666667,1.5292735321818267,10.898399999999999
2004-06-10 02:00:00,919.0,275.0,5.9,807.0,48.0,967.0,66.0,1598.0,775.0,22.0,52.8,1.3752,,,2,10,6,3,0,0.49999999999999994,0.8660254037844387,1.2246467991473532e-16,-1.0,0.7,1.5,3.4,2.3,0.9,1.466666666666666,0.7393691004273095,2.4166666666666665,1.4070170466973533,2.433333333333333,1.5250564256607924,11.616
2004-06-10 03:00:00,836.0,275.0,4.0,709.0,48.0,1085.0,66.0,1498.0,646.0,20.7,56.1,1.3565,,,3,10,6,3,0,0.7071067811865476,0.7071067811865476,1.2246467991473532e-16,-1.0,1.0,1.0,2.7,1.8,0.5,1.116666666666666,0.4956477243634764,2.316666666666667,1.4947382460626328,2.4375,1.5196717322872857,11.6127
2004-06-10 04:00:00,814.0,275.0,3.3,673.0,33.0,1138.0,50.0,1488.0,647.0,20.1,57.3,1.3352,,,4,10,6,3,0,0.8660254037844386,0.5000000000000001,1.2246467991473532e-16,-1.0,0.6,0.7,1.9,2.0,0.5,0.8999999999999995,0.3464101615138166,2.1999999999999997,1.5742241956537795,2.441666666666667,1.5142559276729775,11.5173
2004-06-10 05:00:00,872.0,275.0,5.4,782.0,75.0,1001.0,76.0,1607.0,874.0,19.5,59.4,1.3328,,,5,10,6,3,0,0.9659258262890683,0.25881904510252074,1.2246467991473532e-16,-1.0,0.6,1.0,1.5,3.5,0.5,0.7999999999999994,0.18973665961018077,1.9833333333333334,1.5578734534517449,2.4583333333333335,1.4940219038807157,11.583
2004-06-10 06:00:00,949.0,275.0,8.7,929.0,101.0,887.0,78.0,1711.0,973.0,20.0,56.6,1.3095,,,6,10,6,3,0,1.0,6.123233995736766e-17,1.2246467991473532e-16,-1.0,0.9,0.6,1.0,4.9,1.0,0.8333333333333327,0.24221202832785965,1.6749999999999998,1.2671550095318977,2.466666666666667,1.4860705895419117,11.32
2004-06-10 07:00:00,1227.0,275.0,19.9,1292.0,214.0,661.0,104.0,2087.0,1327.0,21.7,53.9,1.3848,,,7,10,6,3,0,0.9659258262890683,-0.25881904510252063,1.2246467991473532e-16,-1.0,1.2,0.6,0.7,4.6,3.5,1.1999999999999993,0.8648699324176006,1.5333333333333332,0.9707853740267245,2.441666666666667,1.4729198055641672,11.696299999999999
2004-06-10 08:00:00,1360.0,275.0,30.4,1561.0,290.0,545.0,139.0,2525.0,1626.0,23.7,49.0,1.4152,,,8,10,6,3,0,0.8660254037844387,-0.4999999999999998,1.2246467991473532e-16,-1.0,2.9,0.9,1.0,3.4,6.4,1.8333333333333328,1.6883917396939268,1.6499999999999997,1.257342073943705,2.375,1.3135580621383631,11.613
2004-06-10 09:00:00,1318.0,275.0,24.6,1420.0,311.0,586.0,166.0,2316.0,1640.0,25.9,44.3,1.4544,,,9,10,6,3,0,0.7071067811865476,-0.7071067811865475,1.2246467991473532e-16,-1.0,4.8,1.2,0.6,2.7,2.9,2.4499999999999993,1.8185158784019486,1.7833333333333332,1.449033115459042,2.433333333333333,1.3678503181099968,11.4737
2004-06-10 10:00:00,1196.0,275.0,16.9,1208.0,234.0,705.0,151.0,1981.0,1341.0,30.1,34.3,1.4414,,,10,10,6,3,0,0.49999999999999994,-0.8660254037844387,1.2246467991473532e-16,-1.0,4.3,2.9,0.6,1.9,3.4,2.866666666666666,1.5807171368295698,1.8833333333333335,1.4983829667850217,2.420833333333333,1.3599805518643535,10.324300000000001
2004-06-10 11:00:00,1152.0,275.0,13.6,1102.0,157.0,770.0,134.0,1868.0,1113.0,33.5,27.2,1.3859,,,11,10,6,3,0,0.258819045102521,-0.9659258262890682,1.2246467991473532e-16,-1.0,3.1,4.8,0.9,1.5,2.8,3.116666666666666,1.3014094923069641,1.9583333333333333,1.4999747472621703,2.404166666666667,1.3575807019543393,9.112
2004-06-10 12:00:00,1220.0,275.0,15.3,1157.0,165.0,715.0,148.0,1935.0,1224.0,35.4,26.1,1.4806,,,12,10,6,3,0,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,2.4,4.3,1.2,1.0,2.8,3.383333333333333,0.9453394452082631,2.1083333333333334,1.4853578285342053,2.4041666666666663,1.3575807019543393,9.2394
2004-06-10 13:00:00,1182.0,275.0,14.1,1120.0,137.0,735.0,126.0,1893.0,1095.0,37.9,23.2,1.502,,,13,10,6,3,0,-0.2588190451025208,-0.9659258262890683,1.2246467991473532e-16,-1.0,2.8,3.1,2.9,0.7,2.8,3.3166666666666664,0.9988326519826368,2.2583333333333333,1.4196403727278113,2.3916666666666666,1.3551565501307645,8.7928
2004-06-10 14:00:00,1167.0,275.0,17.0,1210.0,149.0,719.0,144.0,1944.0,1152.0,39.7,18.7,1.3306,,,14,10,6,3,0,-0.4999999999999997,-0.8660254037844388,1.2246467991473532e-16,-1.0,2.5,2.4,4.8,1.0,2.3,2.9499999999999993,0.7063993204979779,2.3916666666666666,1.3647899161231696,2.404166666666667,1.355657763233217,7.4239
2004-06-10 15:00:00,1142.0,275.0,13.8,1109.0,140.0,782.0,133.0,1789.0,1047.0,40.4,17.2,1.2774,,,15,10,6,3,0,-0.7071067811865471,-0.7071067811865479,1.2246467991473532e-16,-1.0,2.6,2.8,4.3,0.6,1.8,2.616666666666666,0.2926886855802174,2.533333333333333,1.2448682539517761,2.425,1.3497986967467135,6.9488
2004-06-10 16:00:00,1157.0,275.0,13.6,1105.0,139.0,779.0,139.0,1792.0,982.0,40.0,18.8,1.363,,,16,10,6,3,0,-0.8660254037844385,-0.5000000000000004,1.2246467991473532e-16,-1.0,2.3,2.5,3.1,0.6,2.0,2.4999999999999996,0.17888543820001085,2.683333333333333,1.0894813889964676,2.4416666666666664,1.3467889885613638,7.52
2004-06-10 17:00:00,1274.0,275.0,21.2,1329.0,221.0,670.0,178.0,2054.0,1320.0,38.9,18.8,1.29,,,17,10,6,3,0,-0.9659258262890683,-0.25881904510252063,1.2246467991473532e-16,-1.0,2.4,2.6,2.4,0.9,3.5,2.683333333333333,0.4355073669487975,2.9,0.9525086494477122,2.4416666666666664,1.3467889885613638,7.3132
2004-06-10 18:00:00,1372.0,275.0,25.9,1451.0,318.0,631.0,206.0,2183.0,1541.0,35.8,22.1,1.2792,,,18,10,6,3,0,-1.0,-1.8369701987210297e-16,1.2246467991473532e-16,-1.0,3.5,2.3,2.8,1.2,4.9,3.0166666666666657,0.9745084230865687,3.1999999999999997,0.9351713503660356,2.4375,1.3389848523350085,7.9117999999999995
2004-06-10 19:00:00,1373.0,275.0,25.4,1440.0,363.0,635.0,211.0,2183.0,1510.0,33.1,25.9,1.2923,,,19,10,6,3,0,-0.9659258262890684,0.2588190451025203,1.2246467991473532e-16,-1.0,4.8,2.4,2.5,2.9,4.6,3.4499999999999993,1.2405643876881196,3.383333333333333,1.0760477628241087,2.4583333333333335,1.377431973122341,8.572899999999999
2004-06-10 20:00:00,1290.0,275.0,23.6,1393.0,341.0,655.0,180.0,2146.0,1511.0,30.9,28.2,1.2388,,,20,10,6,3,0,-0.8660254037844386,0.5000000000000001,1.2246467991473532e-16,-1.0,5.1,3.5,2.6,4.8,3.4,3.799999999999999,1.2489995996796779,3.375,1.0644033753490858,2.5124999999999997,1.4402030352032629,8.713799999999999
2004-06-10 21:00:00,1056.0,275.0,12.0,1051.0,163.0,826.0,116.0,1758.0,1078.0,27.5,32.6,1.176,,,21,10,6,3,0,-0.7071067811865477,0.7071067811865474,1.2246467991473532e-16,-1.0,4.7,4.8,2.3,4.3,2.7,3.8166666666666664,1.225425096310118,3.2166666666666663,1.0555768206257679,2.4999999999999996,1.439806750317856,8.965
2004-06-10 22:00:00,1116.0,275.0,14.2,1123.0,157.0,768.0,118.0,1826.0,1235.0,26.3,34.3,1.1605,,,22,10,6,3,0,-0.5000000000000004,0.8660254037844384,1.2246467991473532e-16,-1.0,2.4,5.1,2.4,3.1,1.9,3.8333333333333326,1.2027745701779124,3.1666666666666665,1.0756252586145776,2.525,1.4341335817959142,9.0209
2004-06-10 23:00:00,1106.0,275.0,14.2,1122.0,202.0,783.0,115.0,1813.0,1202.0,25.5,34.1,1.0968,,,23,10,6,3,0,-0.25881904510252157,0.9659258262890681,1.2246467991473532e-16,-1.0,2.5,4.7,3.5,2.4,1.5,3.6999999999999993,1.2884098726725113,3.1916666666666664,1.0595525070290264,2.5749999999999997,1.4176680178009402,8.695500000000001
2004-06-11 00:00:00,1018.0,275.0,10.4,992.0,102.0,839.0,96.0,1710.0,1103.0,24.7,39.3,1.2065,,,0,11,6,4,0,0.0,1.0,1.2246467991473532e-16,-1.0,2.7,2.4,4.8,2.8,1.0,3.15,1.4223220451079297,3.0833333333333335,1.164500152881306,2.595833333333333,1.3970400905102003,9.707099999999999
2004-06-11 01:00:00,919.0,275.0,7.5,880.0,70.0,915.0,86.0,1628.0,1013.0,24.2,39.5,1.1764,,,1,11,6,4,0,0.25881904510252074,0.9659258262890683,1.2246467991473532e-16,-1.0,1.5,2.5,5.1,2.5,0.7,2.483333333333333,1.2528633870724608,2.966666666666667,1.2914638159386294,2.6125000000000003,1.3756618960245677,9.559
2004-06-11 02:00:00,807.0,275.0,3.5,681.0,41.0,1092.0,65.0,1435.0,765.0,24.8,37.8,1.1639,,,2,11,6,4,0,0.49999999999999994,0.8660254037844387,1.2246467991473532e-16,-1.0,1.1,2.7,4.7,2.6,1.0,1.7999999999999992,0.8579044235811008,2.8000000000000003,1.4610083690880868,2.5958333333333337,1.398284404319205,9.3744
2004-06-11 03:00:00,787.0,275.0,2.5,620.0,41.0,1176.0,65.0,1403.0,618.0,22.7,43.8,1.1952,,,3,11,6,4,0,0.7071067811865476,0.7071067811865476,1.2246467991473532e-16,-1.0,0.6,1.5,2.4,2.3,0.6,1.4833333333333327,0.9389710680668981,2.65,1.6025547785276462,2.591666666666667,1.404624866109364,9.942599999999999
2004-06-11 04:00:00,789.0,275.0,2.6,623.0,36.0,1146.0,53.0,1407.0,663.0,22.0,44.3,1.1553,,,4,11,6,4,0,0.8660254037844386,0.5000000000000001,1.2246467991473532e-16,-1.0,0.5,1.1,2.5,2.4,0.6,1.1333333333333329,0.8733078876700334,2.483333333333333,1.7298624923456245,2.5833333333333335,1.4174891048324978,9.745999999999999
2004-06-11 05:00:00,825.0,275.0,4.0,709.0,68.0,1050.0,74.0,1491.0,813.0,19.3,51.4,1.1364,,,5,11,6,4,0,0.9659258262890683,0.25881904510252074,1.2246467991473532e-16,-1.0,0.4,0.6,2.7,3.5,0.9,0.7833333333333327,0.42622372841818656,2.2416666666666667,1.7768502946779001,2.5708333333333333,1.4342030559851338,9.9202
2004-06-11 06:00:00,912.0,275.0,7.0,858.0,92.0,923.0,69.0,1608.0,894.0,19.8,50.4,1.1525,,,6,11,6,4,0,1.0,6.123233995736766e-17,1.2246467991473532e-16,-1.0,0.6,0.5,1.5,4.8,1.2,0.6999999999999994,0.2828427124746799,1.925,1.6102653649180045,2.5625,1.4430681384376516,9.979199999999999
2004-06-11 07:00:00,1339.0,275.0,24.8,1425.0,332.0,595.0,131.0,2264.0,1495.0,20.5,48.2,1.1474,,,7,11,6,4,0,0.9659258262890683,-0.25881904510252063,1.2246467991473532e-16,-1.0,1.0,0.4,1.1,5.1,2.9,1.2833333333333325,1.6375795146088916,1.8833333333333335,1.524844751163699,2.6333333333333333,1.5009175937367119,9.881
2004-06-11 08:00:00,1355.0,275.0,28.9,1526.0,333.0,567.0,134.0,2397.0,1658.0,22.8,42.7,1.1667,,,8,11,6,4,0,0.8660254037844387,-0.4999999999999998,1.2246467991473532e-16,-1.0,4.6,0.6,0.6,4.7,4.8,1.9833333333333325,2.1151044103463748,1.8916666666666666,1.5418161270712334,2.6333333333333333,1.5009175937367119,9.7356
2004-06-11 09:00:00,1250.0,275.0,21.5,1336.0,298.0,632.0,148.0,2104.0,1506.0,25.6,35.8,1.1548,,,9,11,6,4,0,0.7071067811865476,-0.7071067811865475,1.2246467991473532e-16,-1.0,4.8,1.0,0.5,2.4,4.3,2.566666666666666,2.1068143408156965,2.025,1.6548139142843405,2.620833333333333,1.487624066193753,9.1648
2004-06-11 10:00:00,1105.0,275.0,12.9,1079.0,298.0,788.0,148.0,1774.0,1168.0,30.0,27.5,1.1509,,,10,11,6,4,0,0.49999999999999994,-0.8660254037844387,1.2246467991473532e-16,-1.0,4.0,4.6,0.4,2.5,3.1,3.166666666666666,1.865118405535335,2.15,1.747985853905722,2.6583333333333337,1.5113819379358866,8.25
2004-06-11 11:00:00,1076.0,275.0,12.2,1055.0,146.0,817.0,148.0,1734.0,993.0,34.4,21.0,1.1248,,,11,11,6,4,0,0.258819045102521,-0.9659258262890682,1.2246467991473532e-16,-1.0,4.0,4.8,0.6,2.7,2.4,3.399999999999999,1.5388307249337076,2.0916666666666663,1.73962291281411,2.6416666666666666,1.5165511980252693,7.224
2004-06-11 12:00:00,1096.0,275.0,13.1,1087.0,120.0,801.0,111.0,1759.0,910.0,35.9,19.6,1.1422,,,12,11,6,4,0,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,2.0,4.0,1.0,1.5,2.8,3.566666666666666,1.254857229594931,2.1333333333333333,1.7301252363147888,2.6083333333333334,1.521702898119381,7.0363999999999995
2004-06-11 13:00:00,1093.0,275.0,13.3,1094.0,108.0,797.0,110.0,1769.0,912.0,37.2,18.2,1.1389,,,13,11,6,4,0,-0.2588190451025208,-0.9659258262890683,1.2246467991473532e-16,-1.0,2.0,4.0,4.6,1.1,2.5,3.133333333333333,1.275408431313934,2.2083333333333335,1.7005124004965078,2.5875,1.5266651635964994,6.7704
2004-06-11 14:00:00,1027.0,275.0,12.5,1066.0,109.0,837.0,110.0,1689.0,814.0,37.3,16.6,1.0435,,,14,11,6,4,0,-0.4999999999999997,-0.8660254037844388,1.2246467991473532e-16,-1.0,2.0,2.0,4.8,0.6,2.6,2.649999999999999,1.0464224768228219,2.316666666666667,1.6286264895377989,2.558333333333333,1.5330891424964745,6.1918
2004-06-11 15:00:00,1026.0,275.0,13.0,1085.0,124.0,848.0,116.0,1654.0,1341.0,37.4,14.9,0.9413,,,15,11,6,4,0,-0.7071067811865471,-0.7071067811865479,1.2246467991473532e-16,-1.0,1.9,2.0,4.0,0.5,2.3,2.2999999999999994,0.8342661445845764,2.433333333333333,1.5340577998671714,2.5416666666666665,1.5381854546034492,5.5725999999999996
2004-06-11 16:00:00,1015.0,275.0,12.3,1062.0,127.0,877.0,120.0,1668.0,847.0,36.4,15.1,0.9005,,,16,11,6,4,0,-0.8660254037844385,-0.5000000000000004,1.2246467991473532e-16,-1.0,1.9,2.0,4.0,0.4,2.4,1.9499999999999995,0.054772255750675,2.558333333333333,1.4093572573296853,2.5208333333333335,1.5435642454106473,5.4963999999999995
2004-06-11 17:00:00,1028.0,275.0,15.2,1155.0,185.0,832.0,142.0,1691.0,925.0,35.4,14.7,0.8323,,,17,11,6,4,0,-0.9659258262890683,-0.25881904510252063,1.2246467991473532e-16,-1.0,1.9,1.9,2.0,0.6,3.5,2.0499999999999994,0.2738612787526127,2.725,1.267872233310587,2.4833333333333334,1.5296111090494646,5.2038
2004-06-11 18:00:00,1074.0,275.0,19.1,1270.0,230.0,776.0,146.0,1833.0,1087.0,34.2,14.2,0.7502,,,18,11,6,4,0,-1.0,-1.8369701987210297e-16,1.2246467991473532e-16,-1.0,2.6,1.9,2.0,1.0,4.8,2.2499999999999996,0.53944415837046,2.908333333333333,1.1492751338706109,2.4166666666666665,1.4574148246173735,4.856400000000001
2004-06-11 19:00:00,1124.0,275.0,19.7,1289.0,265.0,765.0,153.0,1863.0,1132.0,31.1,18.7,0.8302,,,19,11,6,4,0,-0.9659258262890684,0.2588190451025203,1.2246467991473532e-16,-1.0,3.2,1.9,2.0,4.6,5.1,2.483333333333333,0.6911343333004646,2.808333333333333,1.0352499332250162,2.3458333333333337,1.3593410061550009,5.8157000000000005
2004-06-11 20:00:00,1111.0,275.0,18.6,1256.0,261.0,765.0,158.0,1851.0,1197.0,29.1,22.0,0.8702,,,20,11,6,4,0,-0.8660254037844386,0.5000000000000001,1.2246467991473532e-16,-1.0,3.4,2.6,1.9,4.8,4.7,2.733333333333333,0.708989891794428,2.6916666666666664,0.8532913105182989,2.2916666666666665,1.2853409856047382,6.402
2004-06-11 21:00:00,1062.0,275.0,16.1,1183.0,219.0,794.0,140.0,1731.0,1229.0,27.2,22.5,0.7962,,,21,11,6,4,0,-0.7071067811865477,0.7071067811865474,1.2246467991473532e-16,-1.0,3.4,3.2,1.9,4.0,2.4,2.899999999999999,0.5796550698475826,2.6,0.7531750973530005,2.3125,1.291211934916016,6.12
2004-06-11 22:00:00,1072.0,275.0,15.0,1148.0,180.0,805.0,127.0,1683.0,1171.0,25.3,24.6,0.7796,,,22,11,6,4,0,-0.5000000000000004,0.8660254037844384,1.2246467991473532e-16,-1.0,2.9,3.4,1.9,4.0,2.5,3.0333333333333328,0.3502380143083713,2.4916666666666667,0.6141636343002923,2.3208333333333333,1.2931186322613428,6.223800000000001
